Event Name,Date,Player1,Player2,Player1 UTR,Player2 UTR,Score
J3 Lima,2022-05-13,Gianluca Ballotta,Rocco Mariani,12.0,11.0,"6-0, 6-2"
J3 Lima,2022-05-13,Gianluca Ballotta,Stiles Brockett,12.0,12.0,"6-0, 6-7, 6-2"
J3 Lima,2022-05-13,Gianluca Ballotta,Kaua Lopes Cressoni,12.0,10.0,"6-2, 6-0"
J3 Lima,2022-05-13,Gianluca Ballotta,Luis Jose Nakamine,12.0,12.05,"6-2, 6-0"
J3 Coral Gables,2022-05-13,Rudy Quan,Alexander Frantzis,13.59,0.0,"6-2, 6-0"
Coral Gables ITF J3,2022-05-13,Mark Krupkin,Rudy Quan,12.0,13.59,
J4 Lima,2022-05-06,Gianluca Ballotta,Stiles Brockett,12.0,12.0,"6-1, 6-0"
J4 Lima,2022-05-06,Gianluca Ballotta,Cyrus Mahjoob,12.0,12.62,"7-5, 6-1"
J4 Lima,2022-05-06,Gianluca Ballotta,Gabriel Ticona Sainz,12.0,0.0,"6-0, 6-1"
J4 Lima,2022-05-06,Gianluca Ballotta,Thiago DROZDOWSKI,12.0,10.0,"6-1, 6-1"
J4 Lima,2022-05-06,Gianluca Ballotta,Fernando Cavallo,12.0,12.8,"7-6, 6-1"
J3 Delray Beach,2022-04-29,Roy Horovitz,Rudy Quan,12.0,13.59,"6-1, 6-2"
J3 Delray Beach,2022-04-29,Rudy Quan,Matheus Lima,13.59,10.0,"5-7, 6-4, 7-6"
J3 Delray Beach,2022-04-29,Rudy Quan,Fernando Limon Rumlova,13.59,10.0,"6-4, 6-2"
M15 Vero Beach,2022-04-26,Alvaro GUILLEN MEZA,Kaylan Bigun,14.21,13.24,"6-2, 6-4"
M15 Vero Beach,2022-04-25,Kaylan Bigun,Fabian Hansch Mauritzson,13.24,11.0,"6-1, 6-1"
University Of Washington (M) vs UCLA (M),2022-04-22,Jack Davis,Giacomo Revelli,0.0,12.0,"6-3, 3-6, 6-3"
University Of Utah (M) vs UCLA (M),2022-04-21,Giacomo Revelli,Francisco Bastias,12.0,0.0,"6-4, 2-6, 6-3"
UCLA (M) vs Weber State University (M),2022-04-18,Giacomo Revelli,Elyes Marouani,12.0,0.0,"6-2, 6-3"
J2 Woodbridge,2022-04-15,Kaylan Bigun,Rohan Belday,13.24,11.93,"7-6, 6-2"
J2 Woodbridge,2022-04-15,Kaylan Bigun,Liam Drover-Mattinen,13.24,0.0,"6-1, 3-6, 6-3"
J2 Woodbridge,2022-04-15,Kaylan Bigun,JungHee You,13.24,12.0,"7-5, 2-6, 7-5"
J2 Woodbridge,2022-04-15,Kaylan Bigun,Duncan Chan,13.24,12.92,"6-3, 6-3"
J2 Woodbridge,2022-04-15,Kaylan Bigun,Aleksandar Mitric,13.24,12.0,"3-6, 7-5, 7-6"
UCLA (M) vs University Of Hawaii (M),2022-04-12,Giacomo Revelli,Blaz SERIC,12.0,12.0,"6-3, 6-1"
UCLA (M) vs University Of Hawaii (M),2022-04-12,Giacomo Revelli,Blaz SERIC,12.0,12.0,"6-2, 6-4"
University Of Southern California (M) vs UCLA (M),2022-04-09,Stefan Dostanic,Alexander Hoogmartens,14.03,13.0,"7-5, 6-1"
University Of Southern California (M) vs UCLA (M),2022-04-09,Makk Peter,Giacomo Revelli,13.79,12.0,"6-3, 7-5"
JB1 Lima,2022-04-08,Gianluca Ballotta,Nicolas Villalon Valdes,12.0,12.66,"6-1, 6-1"
JB1 Lima,2022-04-08,Gonzalo Bueno,Gianluca Ballotta,13.96,12.0,"6-1, 6-4"
JB1 Lima,2022-04-08,Gianluca Ballotta,Juan Manuel La Serna,12.0,13.34,"6-0, 6-2"
JB1 Lima,2022-04-08,Gianluca Ballotta,Martin Antonio Vergara del Puerto,12.0,11.64,"6-1, 6-0"
UCLA (M) vs University Of Oregon (M),2022-04-03,Alexander Hoogmartens,Joshua Charlton,13.0,13.34,"3-6, 6-4, 6-1"
UCLA (M) vs University Of Oregon (M),2022-04-03,Giacomo Revelli,Ivaylo Keremedchiev,12.0,0.0,"6-3, 6-0"
PTT $25K Newport Beach Men,2022-04-03,Aadarsh Tripathi,Robert Shelton,12.91,12.0,"2-6, 6-1, 6-1"
JB1 Indian Wells,2022-04-02,Rohan Murali,Kaylan Bigun,12.88,13.24,"7-6(5), 6-3"
JB1 Indian Wells,2022-04-02,Kaylan Bigun,Hudson Rivera,13.24,12.0,"7-6(2), 0-6, 6-4"
JB1 Indian Wells,2022-04-02,Jonah Braswell,Rudy Quan,13.01,13.59,"7-5, 6-4"
PTT $25K Newport Beach Men,2022-04-02,Aadarsh Tripathi,Teddy Truwit,12.91,12.0,
UCLA (M) vs University Of Washington (M),2022-04-01,Clement Chidekh,Alexander Hoogmartens,13.94,13.0,"6-1, 6-2"
"Easter Bowl - Indian Wells, CA",2022-04-01,Maxwell Exsted,Cassius Chinlund,12.93,12.34,
UCLA (M) vs University Of Washington (M),2022-04-01,Ewen Lumsden,Giacomo Revelli,13.24,12.0,"6-4, 6-0"
"Easter Bowl - Indian Wells, CA",2022-03-31,William Manning,Cassius Chinlund,12.75,12.34,"6-4, 1-0"
"Easter Bowl - Indian Wells, CA",2022-03-30,Cassius Chinlund,Noah Mcdonald,12.34,12.0,"6-4, 6-1"
UCLA (M) vs San Diego State University (W),2022-03-29,Giacomo Revelli,Victor Severo Castro,12.0,12.0,"6-1, 7-6(4)"
UCLA (M) vs San Diego State University (W),2022-03-29,Alexander Hoogmartens,Joe Tyler,13.0,11.99,"7-5, 7-6(4)"
"Easter Bowl - Indian Wells, CA",2022-03-29,Cassius Chinlund,Kaveh Brian Taheri,12.34,12.0,"6-2, 1-6, 6-4"
"Easter Bowl - Indian Wells, CA",2022-03-28,Cassius Chinlund,Drew Hedgecoe,12.34,11.0,"6-4, 3-6, 6-1"
J1 San Diego,2022-03-26,Preston Stearns,Rudy Quan,13.08,13.59,"2-6, 6-4, 6-1"
J1 San Diego,2022-03-26,Rudy Quan,Anargha Ganguly,13.59,11.0,"6-1, 6-2"
UCLA (M) vs Stanford University (M),2022-03-26,Alexander Hoogmartens,Arthur Fery,13.0,14.09,"6-3, 6-1"
UCLA (M) vs Stanford University (M),2022-03-26,Max Basing,Giacomo Revelli,13.45,12.0,"2-6, 7-5, 6-3"
"UCLA (M) vs Univ. Of California, Berkeley (M)",2022-03-25,Alexander Hoogmartens,Yuta Kikuchi,13.0,13.18,"2-6, 6-2, 6-2"
"UCLA (M) vs Univ. Of California, Berkeley (M)",2022-03-25,Giacomo Revelli,Sean Hill,12.0,13.0,"6-1, 6-3"
J2 Santo Domingo,2022-03-25,Petr Vojtech,Kaylan Bigun,12.0,13.24,5-1
J2 Santo Domingo,2022-03-25,Kaylan Bigun,Phoenix Weir,13.24,12.87,"6-3, 6-4"
J2 Santo Domingo,2022-03-25,Kaylan Bigun,Patrick Schoen,13.24,13.81,"4-6, 6-4, 6-4"
M25 Calabasas,2022-03-21,William BUSHAMUKA,Giacomo Revelli,11.0,12.0,"6-3, 6-4"
J2 Santo Domingo,2022-03-19,Kaylan Bigun,Petr Vojtech,13.24,12.0,"6-3, 6-1"
J2 Santo Domingo,2022-03-19,Preston Stearns,Kaylan Bigun,13.08,13.24,"6-4, 4-6, 5-2"
J4 Las Vegas,2022-03-18,Rudy Quan,Robert Cooper,13.59,10.0,"3-6, 6-0, 3-0"
J4 Las Vegas,2022-03-18,Rudy Quan,Nikita Samuel Filin,13.59,12.81,"6-1, 6-1"
J4 Las Vegas,2022-03-18,Rudy Quan,Liam Drover-Mattinen,13.59,0.0,"6-4, 6-2"
J4 Las Vegas,2022-03-18,Fnu Nidunjianzan,Rudy Quan,13.47,13.59,"6-3, 6-4"
J4 Las Vegas,2022-03-18,Rudy Quan,Matthew Forbes,13.59,12.0,"6-2, 6-0"
J3 Hamburg,2022-03-17,Mihailo Milenkovic,Leonard Von Bismarck,11.0,11.0,"6-2, 6-4"
J4 Hamburg,2022-03-11,Leonard Von Bismarck,Viktor Karpati,11.0,10.0,"6-3, 6-4"
J4 Hamburg,2022-03-11,Mattia Ricci,Leonard Von Bismarck,11.91,11.0,"7-6, 6-0"
J4 Hamburg,2022-03-11,Leonard Von Bismarck,Marc Soriano Sanchez,11.0,9.0,"6-3, 6-3"
UCLA (M) vs Texas Christian University (M),2022-03-10,Alexander Hoogmartens,Luc Fomba,13.0,13.05,"6-2, 6-2"
UCLA (M) vs Texas Christian University (M),2022-03-10,Giacomo Revelli,Jacob Fearnley,12.0,15.35,"6-3, 6-4"
"National Spring Team Championships (BG14s, 16s, 18s)",2022-03-07,AJ Mercer,Cassius Chinlund,10.0,12.34,"3-6, 7-5, 6-3"
"National Spring Team Championships (BG14s, 16s, 18s)",2022-03-07,Cassius Chinlund,Mason Nguyen,12.34,10.0,"6-2, 6-3"
"National Spring Team Championships (BG14s, 16s, 18s)",2022-03-07,Cassius Chinlund,Evan Burnett,12.34,12.46,"6-1, 6-1"
UCLA (M) vs University Of San Diego (M),2022-03-07,Giacomo Revelli,Alexander Stater,12.0,12.74,"6-4, 2-6, 6-4"
UCLA (M) vs University Of San Diego (M),2022-03-07,Alexander Hoogmartens,Gui Osorio,13.0,0.0,"6-2, 6-3"
"National Spring Team Championships (BG14s, 16s, 18s)",2022-03-07,Justin Chung,Cassius Chinlund,12.0,12.34,"6-1, 6-3"
PTT $25K Bradenton IMG Men,2022-02-27,Matyas Fuele,Kaylan Bigun,12.86,13.24,"7-6(8), 6-4"
JA Criciuma,2022-02-25,Bor Artnak,Gianluca Ballotta,13.53,12.0,"6-2, 6-0"
M15 Naples,2022-02-21,Joao Couto Loureiro,Kaylan Bigun,12.17,13.24,"7-5, 6-4"
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY (FEB 19-21)",2022-02-20,Emon Van Loben Sels,Aadarsh Tripathi,13.59,12.91,"6-4, 4-6, 1-0(11)"
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY (FEB 19-21)",2022-02-20,Emon Van Loben Sels,Aadarsh Tripathi,13.59,12.91,"6-4, 4-6, 1-0(11)"
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY (FEB 19-21)",2022-02-20,Arthur BELLEGY,Emon Van Loben Sels,12.0,13.59,"7-6(6), 6-1"
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY (FEB 19-21)",2022-02-19,Aadarsh Tripathi,Krish Arora,12.91,12.0,"6-4, 6-3"
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY (FEB 19-21)",2022-02-19,Aadarsh Tripathi,Advik Mareedu,12.91,12.0,"7-6(6), 6-1"
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY (FEB 19-21)",2022-02-19,Emon Van Loben Sels,Justin Chung,13.59,12.0,"4-6, 7-6(4), 1-0(6)"
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY (FEB 19-21)",2022-02-19,Emon Van Loben Sels,Judson Blair,13.59,0.0,"2-6, 6-3, 1-0(9)"
J1 Porto Alegre,2022-02-19,Gianluca Ballotta,Kurt Miller,12.0,11.0,"2-6, 6-2, 6-4"
J1 Porto Alegre,2022-02-19,Lautaro Midon,Gianluca Ballotta,14.15,12.0,"3-6, 6-0, 6-1"
"UCLA (M) vs University Of California, Santa Barbara (M)",2022-02-18,Pablo Masjuan,Giacomo Revelli,13.43,12.0,"6-2, 6-4"
"UCLA (M) vs University Of California, Santa Barbara (M)",2022-02-18,Alexander Hoogmartens,Victor Krustev,13.0,0.0,"6-2, 6-1"
"Long Beach, CA",2022-02-14,Cassius Chinlund,Cayden Wang,12.34,11.0,
"Long Beach, CA",2022-02-13,Cassius Chinlund,William Hsieh,12.34,12.28,"6-1, 6-3"
"UCLA (M) vs Univ. Of California, Irvine (M)",2022-02-13,Alexander Hoogmartens,Lawee Sherif,13.0,12.0,"6-3, 6-4"
"UCLA (M) vs Univ. Of California, Irvine (M)",2022-02-13,Giacomo Revelli,Ali Amiri,12.0,12.0,"4-6, 6-3, 7-5"
"Long Beach, CA",2022-02-13,James Macdonald,Cassius Chinlund,11.0,12.34,"2-6, 6-3, 1-0(8)"
"Long Beach, CA",2022-02-12,Cassius Chinlund,Nikola Plavsic,12.34,10.0,"6-1, 6-1"
"Long Beach, CA",2022-02-12,Cassius Chinlund,Matthew Zeifman,12.34,11.0,"6-3, 6-4"
UCLA (M) vs Stanford University (M),2022-02-06,Max Basing,Giacomo Revelli,13.45,12.0,"6-2, 7-5"
UCLA (M) vs Stanford University (M),2022-02-06,Alexandre Rotsaert,Alexander Hoogmartens,0.0,13.0,"6-2, 6-1"
J1 Lima,2022-02-04,Enrique Pena,Gianluca Ballotta,11.84,12.0,"3-6, 6-4, 6-0"
UCLA (M) vs Texas Tech University (M),2022-01-30,Ilgiz VALIEV,Alexander Hoogmartens,13.33,13.0,"6-4, 3-6, 6-4"
UCLA (M) vs Texas Tech University (M),2022-01-30,Giacomo Revelli,Franco Ribero,12.0,12.76,"6-1, 6-3"
UCLA (M) vs Texas A&M University (M),2022-01-29,Matthis Ross,Giacomo Revelli,12.0,12.0,"6-3, 2-6, 6-1"
J1 Salinas,2022-01-28,Jules LEROUX,Gianluca Ballotta,13.04,12.0,"6-1, 7-6"
J1 Salinas,2022-01-28,Kaylan Bigun,Josue Guzman,13.24,11.0,"6-2, 6-0"
J1 Salinas,2022-01-28,Kaylan Bigun,Piero Fernandez Moreno,13.24,11.0,"6-3, 6-3"
UCLA (M) vs Saint Mary's College/CA (M),2022-01-25,Alexander Hoogmartens,Caelan POTTS,13.0,0.0,"6-2, 6-3"
UCLA (M) vs Saint Mary's College/CA (M),2022-01-25,Giacomo Revelli,Thibaud MAXANT,12.0,11.45,"6-3, 7-6(3)"
Fullerton (SoCal players only),2022-01-22,Anirudh Gupta,Andrei Crabel,11.0,11.58,
J1 Barranquilla,2022-01-21,Kaylan Bigun,Lucio Ratti,13.24,12.91,"6-3, 6-2"
J1 Barranquilla,2022-01-21,Cooper Williams,Kaylan Bigun,13.6,13.24,"3-6, 6-1, 6-2"
J1 Barranquilla,2022-01-21,Michal Krajci,Gianluca Ballotta,13.43,12.0,"6-3, 6-1"
J1 Barranquilla,2022-01-21,Kaylan Bigun,Camilo Cano Gomez,13.24,11.0,"6-2, 6-1"
"Henry Talbert Junior Championships, Palm Desert",2022-01-17,Carson Lee,Cassius Chinlund,12.0,12.34,
"Henry Talbert Junior Championships, Palm Desert",2022-01-17,David Duong,Cassius Chinlund,11.0,12.34,"6-3, 6-1"
"Henry Talbert Junior Championships, Palm Desert",2022-01-16,Cassius Chinlund,Marlon Abarca Jr,12.34,10.0,"6-4, 6-1"
Sherwood Collegiate Cup,2022-01-16,Raphael Perot,Giacomo Revelli,13.69,12.0,"6-3, 7-5"
Sherwood Collegiate Cup,2022-01-16,Alexander Hoogmartens,Pierce Brazil Rollins,13.0,13.01,7-5
"Henry Talbert Junior Championships, Palm Desert",2022-01-16,Cassius Chinlund,Rex Harrison,12.34,10.0,"6-3, 7-6(4)"
"Henry Talbert Junior Championships, Palm Desert",2022-01-15,Cassius Chinlund,Nathan Tam,12.34,10.0,"6-1, 6-1"
J1 San Jose,2022-01-14,Ye Hongyu,Kaylan Bigun,12.16,13.24,"7-5, 6-4"
National Winter Championships,2022-01-03,Aadarsh Tripathi,Kian Vakili,12.91,12.62,"6-4, 4-1"
National Winter Championships,2022-01-03,Emon Van Loben Sels,Ryan Torres,13.59,12.0,"6-3, 7-5"
National Winter Championships,2022-01-02,Lucas Brown,Emon Van Loben Sels,13.0,13.59,"6-1, 6-3"
National Winter Championships,2022-01-02,Aadarsh Tripathi,Nikita Samuel Filin,12.91,12.81,"6-2, 6-1"
National Winter Championships,2022-01-02,Aadarsh Tripathi,Noah HERNANDEZ,12.91,12.0,"6-4, 6-4"
National Winter Championships,2022-01-01,Aadarsh Tripathi,Masato Perera,12.91,12.0,"6-4, 6-1"
National Winter Championships,2022-01-01,Aadarsh Tripathi,Luke Bracks,12.91,11.0,"6-1, 6-3"
National Winter Championships,2022-01-01,Emon Van Loben Sels,Landon Ardila,13.59,12.0,"6-0, 5-7, 6-4"
National Winter Championships,2021-12-31,Aadarsh Tripathi,Ajay Mahenthiran,12.91,11.0,"6-0, 6-1"
National Winter Championships,2021-12-31,Aadarsh Tripathi,Nicholas Herdoiza,12.91,11.0,"7-5, 6-2"
National Winter Championships,2021-12-31,Emon Van Loben Sels,Luke Bracks,13.59,11.0,"6-1, 6-3"
National Winter Championships,2021-12-31,Aaron Sandler,Cassius Chinlund,12.0,12.34,"7-6(7), 6-1"
National Winter Championships,2021-12-30,Emon Van Loben Sels,Robert Bauer,13.59,11.0,"7-6(7), 6-4"
National Winter Championships,2021-12-30,Aadarsh Tripathi,Ethan Silva,12.91,12.0,"2-6, 6-1, 1-0(8)"
National Winter Championships,2021-12-30,Aadarsh Tripathi,Samuel Frizelle,12.91,11.0,
National Winter Championships,2021-12-30,Cassius Chinlund,Jonathan Gu,12.34,9.0,"6-4, 4-6, 1-0(8)"
National Winter Championships,2021-12-30,Cassius Chinlund,Asher Willenborg,12.34,11.0,"6-2, 6-3"
National Winter Championships,2021-12-29,Aadarsh Tripathi,Hudson Beaudoin,12.91,0.0,"6-4, 6-0"
National Winter Championships,2021-12-29,Cassius Chinlund,Jackson Kirby,12.34,0.0,"6-3, 6-0"
National Winter Championships,2021-12-29,Emon Van Loben Sels,Deacon Thomas,13.59,12.0,"6-1, 7-6(4)"
National Winter Championships,2021-12-28,Arnesh singh,Cassius Chinlund,10.0,12.34,"6-7(7), 6-3, 6-3"
National Winter Championships,2021-12-28,Jose Garcia,Aadarsh Tripathi,12.0,12.91,"6-4, 7-5"
National Winter Championships,2021-12-28,Emon Van Loben Sels,Philip Bosin,13.59,12.0,"6-1, 6-4"
V&V TENNIS ACADEMY $3K PRIZE MONEY CHRISTMAS OPEN TOURNAMENT! ALL LEVELS  (MEN'S AND WOMEN'S SINGLES) + (MEN'S AND WOMEN'S DOUBLES + MIXED DOUBLES) + (JUNIORS  SINGLES & DOUBLES) DECEMBER 17-19!,2021-12-19,Emon Van Loben Sels,Diego Maza,13.59,10.0,"6-2, 6-1"
V&V TENNIS ACADEMY $3K PRIZE MONEY CHRISTMAS OPEN TOURNAMENT! ALL LEVELS  (MEN'S AND WOMEN'S SINGLES) + (MEN'S AND WOMEN'S DOUBLES + MIXED DOUBLES) + (JUNIORS  SINGLES & DOUBLES) DECEMBER 17-19!,2021-12-19,Ryan Seggerman,Emon Van Loben Sels,13.66,13.59,"6-2, 7-6(2)"
V&V TENNIS ACADEMY $3K PRIZE MONEY CHRISTMAS OPEN TOURNAMENT! ALL LEVELS  (MEN'S AND WOMEN'S SINGLES) + (MEN'S AND WOMEN'S DOUBLES + MIXED DOUBLES) + (JUNIORS  SINGLES & DOUBLES) DECEMBER 17-19!,2021-12-18,Emon Van Loben Sels,Alexandre Kral,13.59,9.0,"6-1, 6-0"
V&V TENNIS ACADEMY $3K PRIZE MONEY CHRISTMAS OPEN TOURNAMENT! ALL LEVELS  (MEN'S AND WOMEN'S SINGLES) + (MEN'S AND WOMEN'S DOUBLES + MIXED DOUBLES) + (JUNIORS  SINGLES & DOUBLES) DECEMBER 17-19!,2021-12-18,Emon Van Loben Sels,Jonathan Powell,13.59,0.0,"6-0, 6-1"
V&V TENNIS ACADEMY $3K PRIZE MONEY CHRISTMAS OPEN TOURNAMENT! ALL LEVELS  (MEN'S AND WOMEN'S SINGLES) + (MEN'S AND WOMEN'S DOUBLES + MIXED DOUBLES) + (JUNIORS  SINGLES & DOUBLES) DECEMBER 17-19!,2021-12-18,Jared Thompkins,Andrei Crabel,11.69,11.58,"6-2, 2-6, 1-0(2)"
V&V TENNIS ACADEMY $3K PRIZE MONEY CHRISTMAS OPEN TOURNAMENT! ALL LEVELS  (MEN'S AND WOMEN'S SINGLES) + (MEN'S AND WOMEN'S DOUBLES + MIXED DOUBLES) + (JUNIORS  SINGLES & DOUBLES) DECEMBER 17-19!,2021-12-17,Andrei Crabel,Ivan Ozerets,11.58,0.0,"6-2, 6-1"
"Moore Tennis Academy, Cathedral City",2021-12-12,Dawson Janeski,Andrei Crabel,0.0,11.58,
"ROLLINGWOOD DECEMBER OPEN - Singles and Doubles - $3,000",2021-12-11,Emon Van Loben Sels,Nav Dayal,13.59,12.0,"6-1, 6-1"
JA Plantation,2021-12-11,Gianluca Ballotta,Ty Switzer,12.0,11.0,"6-1, 6-2"
"Moore Tennis Academy, Cathedral City",2021-12-11,Matthew Garrido,Andrei Crabel,9.0,11.58,
"ROLLINGWOOD DECEMBER OPEN - Singles and Doubles - $3,000",2021-12-11,Emon Van Loben Sels,Paolo Flores,13.59,0.0,"6-1, 6-0"
"ROLLINGWOOD DECEMBER OPEN - Singles and Doubles - $3,000",2021-12-11,Govind Nanda,Emon Van Loben Sels,13.59,13.59,"6-2, 6-3"
Orange Bowl International Tennis Championships (16s & 18s),2021-12-10,George Lazarov,Rudy Quan,13.06,13.59,"7-5, 6-3"
Lakewood,2021-12-05,Nathaniel Suh,Andrei Crabel,11.0,11.58,"6-4, 6-2"
PTT Newport Beach Men's $25K Hard 14,2021-12-05,Daniel DE JONGE,Giacomo Revelli,13.11,12.0,"6-3, 6-4"
J1 Bradenton - Eddie Herr,2021-12-04,Yannik Rahman,Gianluca Ballotta,12.0,12.0,"5-7, 7-5"
J1 Bradenton,2021-12-04,Lucas Brown,Kaylan Bigun,13.0,13.24,"7-5, 7-6"
Lakewood,2021-12-04,Andrei Crabel,Brian Hang,11.58,0.0,"6-3, 6-0"
Lakewood,2021-12-04,Andrei Crabel,Nelson A Alapi,11.58,10.0,"6-4, 6-2"
J1 Bradenton,2021-12-04,Kaylan Bigun,Eliezer Gonzalez,13.24,0.0,3-0
J1 Bradenton,2021-12-04,Kaylan Bigun,Eliezer Gonzalez,13.24,0.0,
Eddie Herr International Championships at IMG Academy 12s-16s,2021-12-04,Rudy Quan,Lorenzo Carboni,13.59,13.81,"6-0, 6-1"
PTT Newport Beach Men's $25K Hard 14,2021-12-04,Giacomo Revelli,Stefan Leustian,12.0,0.0,"6-3, 6-3"
Eddie Herr International Championships at IMG Academy 12s-16s,2021-12-03,Rudy Quan,Rei Sakamoto,13.59,14.2,
Eddie Herr International Championships at IMG Academy 12s-16s,2021-12-02,Rudy Quan,Lucas Andrade Da Silva,13.59,13.14,"5-7, 6-1, 6-2"
Eddie Herr International Championships at IMG Academy 12s-16s,2021-12-01,Rudy Quan,Tygen Goldammer,13.59,12.0,"6-3, 6-2"
Eddie Herr International Championships at IMG Academy 12s-16s,2021-11-30,Rudy Quan,Jack Di Menna,13.59,11.0,"6-1, 6-0"
Eddie Herr International Championships at IMG Academy 12s-16s,2021-11-29,Rudy Quan,Tanner Povey,13.59,12.0,"6-0, 6-0"
JA Merida,2021-11-26,Timothy Phung,Gianluca Ballotta,11.0,12.0,"6-3, 3-6, 6-1"
"Spearman Clubs War by the Shore, Laguna Niguel",2021-11-26,Dylan Kha,Andrei Crabel,7.0,11.58,"6-7(12), 6-0, 1-0(9)"
"Spearman Clubs War by the Shore, Laguna Niguel",2021-11-24,Andrei Crabel,Rohan Yarlagadda,11.58,10.0,"6-7(7), 7-6(3), 1-0(7)"
"Spearman Clubs War by the Shore, Laguna Niguel",2021-11-23,Andrei Crabel,Brandon Vu,11.58,9.0,"6-2, 5-7, 1-0(1)"
"Spearman Clubs War by the Shore, Laguna Niguel",2021-11-23,Andrei Crabel,Jovan Pedroza,11.58,10.0,"1-6, 6-1, 1-0(3)"
J1 Guadalajara,2021-11-19,Joseph Phillips,Gianluca Ballotta,12.23,12.0,"7-6, 6-3"
J1 Guadalajara,2021-11-19,Gianluca Ballotta,Lucas Lemaitre Vilchis,12.0,12.48,"6-3, 7-5"
J5 San Diego,2021-11-18,Jelani Sarr,Rudy Quan,12.95,13.59,"6-4, 4-6, 6-3"
J5 San Diego,2021-11-18,Rudy Quan,Martin Mazev,13.59,12.0,"6-0, 4-6, 6-1"
J5 San Diego,2021-11-18,Rudy Quan,Emilio Sanchez Bronzetti,13.59,12.0,"6-1, 7-6"
"USTA So Cal ""Final 8"" Championships (Wknd 1: Lakewood area; Wknd 2: Rancho Mirage)",2021-11-13,Grant Gallagher,Andrei Crabel,10.0,11.58,"6-3, 6-1"
PTT Newport Beach Men’s $25K Hard 12,2021-11-13,Zdenek Derkas,Aadarsh Tripathi,12.0,12.91,"7-6(5), 6-2"
J5 Santa Tecla,2021-11-12,Thanaphat Boosarawongse,Kaylan Bigun,12.77,13.24,"7-6, 6-2"
J5 Santa Tecla,2021-11-12,Kaylan Bigun,Diego Jarry Fillol,13.24,12.28,"6-3, 6-2"
J5 Santa Tecla,2021-11-12,Kaylan Bigun,Piero Fernandez Moreno,13.24,11.0,"3-6, 6-2, 6-4"
J5 Santa Tecla,2021-11-12,Kaylan Bigun,Enrique Laennec Molins,13.24,10.0,"6-2, 6-3"
J5 Santa Tecla,2021-11-12,Kaylan Bigun,Mario RICHMAGUI,13.24,10.0,"6-1, 6-2"
PTT Newport Beach Men’s $25K Hard 12,2021-11-12,Aadarsh Tripathi,Yassine Smiej,12.91,12.05,"2-6, 7-5, 6-2"
J2 Santa Cruz,2021-11-05,Gianluca Ballotta,Armando Sotelo,12.0,11.0,"6-1, 6-1"
J2 Santa Cruz,2021-11-05,Gianluca Ballotta,Gonzalo Zeitune,12.0,12.15,"6-3, 6-3"
J2 Santa Cruz,2021-11-05,Gianluca Ballotta,Juan Carlos Prado Angelo,12.0,13.79,"6-4, 1-6, 6-0"
J2 Santa Cruz,2021-11-05,Gianluca Ballotta,Enrique Pena,12.0,11.84,"6-2, 6-1"
J2 Santa Cruz,2021-11-05,Juan La Serna,Gianluca Ballotta,13.34,12.0,"6-3, 6-0"
J4 Santa Tecla,2021-11-05,Kaylan Bigun,Joaquin Guilleme,13.24,12.95,"6-7, 7-6, 6-0"
J4 Santa Tecla,2021-11-05,Kaylan Bigun,Diego DURAN,13.24,11.0,"6-4, 6-3"
J4 Santa Tecla,2021-11-05,Alejandro Licea,Kaylan Bigun,0.0,13.24,"6-3, 6-2"
J4 Santa Tecla,2021-11-05,Kaylan Bigun,Sebastian Medica sandoval,13.24,12.0,"6-3, 6-2"
M25 Calabasas,2021-10-27,Kyle Kang,Giacomo Revelli,13.0,12.0,"6-4, 7-5"
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY (OCT. 23 - OCT. 25)",2021-10-26,Arthur BELLEGY,Emon Van Loben Sels,12.0,13.59,"6-3, 6-1"
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY (OCT. 23 - OCT. 25)",2021-10-25,Emon Van Loben Sels,Alex Kuperstein,13.59,12.41,"6-2, 1-6, 1-0(7)"
"ATP Challenger Lima 2, Peru",2021-10-24,Lucas CATARINA,Gianluca Ballotta,0.0,12.0,"6-3, 7-5"
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY (OCT. 23 - OCT. 25)",2021-10-24,Emon Van Loben Sels,Matthew Rowe,13.59,0.0,"7-5, 6-0"
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY (OCT. 23 - OCT. 25)",2021-10-24,Adiran Solorzano,Andrei Crabel,11.0,11.58,"6-4, 6-1"
"NEWPORT BEACH $25,000 WILD CARD TOURNAMENT + $2000 PRIZE MONEY (OCT. 23 - OCT. 25)",2021-10-24,Emon Van Loben Sels,Hayden Rand,13.59,10.0,"6-3, 6-2"
